Artnr;Inhalt
1177779;<h2>Klüberlectric KR 44-22: Spezialschmierfett zur Schmierung elektrischer Schalter, Kontakte und Sensoren</h2>  <p>Für Tieftemperaturanwendungen, guter Korrosionsschutz, UV-Indikator zur Schmierung elektrischer Schalter und Kontakte.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüberlectric KR 44-22 ist ein Spezialschmierfett, das zur Schmierung elektrischer Schalter, Kontakte und Sensoren entwickelt wurde. Es besteht aus einem synthetischen Kohlenwasserstofföl und Lithiumseife und enthält einen UV-Indikator zur Vereinfachung der Qualitätskontrolle bei Kleinmengendosierung. Eine spezielle Additivkombination schützt Kupfer-, Zinn- und Silberoberflächen vor Korrosion und reduziert die Steck- und Schaltkräfte. Dies führt zu einer Erhöhung der Schaltzyklenzahl bei konstant niedrigem Übergangswiderstand und verbessert das Schaltgefühl.</p>  <h3>Vorteile</h3> <ul>   <li>Für Tieftemperaturanwendungen</li>   <li>Guter Korrosionsschutz auf Kupfer- und Silberkontakten</li>   <li>Alterungs- und oxidationsstabil</li>   <li>Gute Kunststoffverträglichkeit</li>   <li>UV-Indikator zur Qualitätskontrolle</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüberlectric KR 44-22 eignet sich für die Schmierung elektrischer Bauteile in der Automobil-, Industrie- und Installationstechnik. Besonders geeignet ist es für kleine Kontaktkräfte sowie Anwendungen im Tieftemperaturbereich. Dank seiner guten Verträglichkeit mit vielen Kunststoffen kann es auch zur Schmierung von Kunststoff-Kunststoff-Reibstellen verwendet werden. Es hilft, den Übergangswiderstand elektrischer Kontakte auch bei mechanischer und elektrischer Beanspruchung langfristig niedrig zu halten.</p> <ul>   <li>Elektrische Bauteile in der Automobilindustrie</li>   <li>Industrielle Schalter und Kontakte</li>   <li>Installationskomponenten</li>   <li>Kunststoff-Kunststoff-Reibstellen</li> </ul>  <h3>Anwendungshinweise</h3> <p>Um die volle Leistungsfähigkeit des Spezialschmierfetts zu erzielen, müssen die zu befettenden Teile von allen Fremdstoffschichten wie Korrosionsschutzölen, Wachsen oder sonstigen Fremdstoffen befreit werden. Die elektrischen Kontakte sollten metallisch blank sein. Der Schmierstoff kann mit einem Spatel, im Tampon-Print Verfahren oder mit einer anderen automatischen Dosiereinrichtung aufgetragen werden. Aufgrund der vielen unterschiedlichen Zusammensetzungen innerhalb der Elastomer- und Kunststofffamilien ist es notwendig, vor der Serienanwendung die Elastomer- und Kunststoffverträglichkeit zu überprüfen.</p> } 
1177780;<h2>Klüberlectric BE 44-152: Elektrisch leitfähiges Wälzlagerfett</h2>  <p>Langzeitlebensdauerschmierung für Wälzlager, die statischen Aufladungen ausgesetzt sind, mit ausgezeichnetem Verschleißschutz.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüberlectric BE 44-152 ist ein vollsynthetisches Schmierfett, das auf einem synthetischen Kohlenwasserstofföl, Lithiumseife und dunklen Festschmierstoffen basiert. Es wurde speziell entwickelt, um in Wälzlageranwendungen statische Aufladungen durch das Fett abzuleiten und so örtliche Spannungsentladungen zu verhindern, die zu erheblichen Wälzlagerschäden führen können.</p>  <h3>Vorteile</h3> <ul>   <li>Erhöhte Bauteilverfügbarkeit durch Langzeitlebensdauerschmierung</li>   <li>Verhinderung von statischen Aufladungen</li>   <li>Sehr guter Verschleißschutz durch spezielle Additivierung und Festschmierstoffe</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüberlectric BE 44-152 ist ideal für die Langzeitschmierung von Wälzlagern, die elektrischen Aufladungen ausgesetzt sind, wie z.B. in Elektromotoren, Papiermaschinen, Kopiermaschinen, Folienreckanlagen, Führungen von Förderbändern und Lüftern. Es hat sich in Anwendungen mit Kugel- und Rollenlagern, bei denen Stromstärken von ca. 1 Ampere vorliegen, bewährt. Die elektrische Leitfähigkeit wurde in Tests in Anlehnung an DIN EN 62631-3-1 bestimmt.</p> <ul>   <li>Elektromotoren</li>   <li>Papiermaschinen</li>   <li>Kopiermaschinen</li>   <li>Folienreckanlagen</li>   <li>Führungen von Förderbändern</li>   <li>Lüfter</li> </ul>  <h3>Anwendungshinweise</h3> <p>Klüberlectric BE 44-152 kann mit Spatel, Pinsel oder Fettpresse aufgetragen werden. Die Förderbarkeit über Zentralschmieranlagen sollte vor der Verwendung mit dem Hersteller der Zentralschmieranlage abgestimmt werden. Aufgrund der unterschiedlichen Zusammensetzungen innerhalb der Elastomer- und Kunststofffamilien empfehlen wir, speziell vor der Serienanwendung die Verträglichkeit mit Elastomeren und Kunststoffen zu prüfen.</p> } 
1177782;<h2>Klüberlectric R 64-401: Montagepaste für Kunststoff- und Elastomerbauteile in der Elektrotechnik</h2>  <p>Verringerung der Montagekräfte und gute elektrische Isoliereigenschaften für elektrotechnische Anwendungen.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüberlectric R 64-401 ist eine vollsynthetische Montagepaste auf Basis von synthetischen Kohlenwasserstoffen und Silikat. Diese spezielle Paste verringert die Verschiebekräfte bei der Montage von Silikonelastomeren an elektrotechnischen Bauteilen und Geräten, ohne die elektrische Isolationswirkung der Kunststoffe und Elastomere zu beeinträchtigen. Die geringen Verschiebekräfte bleiben gegenüber silikonbasierten Montagepasten für deutlich längere Zeiträume erhalten, was eine zerstörungsfreie Demontage für Revisionszwecke ermöglicht.</p>  <h3>Vorteile</h3> <ul>   <li>Speziell gegenüber silikonbasierten Elastomeren werkstoffneutral</li>   <li>Verringerung der Montagekräfte</li>   <li>Gute elektrische Isoliereigenschaften</li>   <li>Keine Geruchsbelästigung bei Erwärmung</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüberlectric R 64-401 wird in Montageprozessen von Kunststoff- und gummielastischen Werkstoffen in der Elektrotechnik verwendet. Typische Anwendungsbeispiele umfassen:</p> <ul>   <li>Kabelmuffen</li>   <li>Isolationsmanschetten</li>   <li>O-Ringe</li> </ul>  <h3>Anwendungshinweise</h3> <p>Klüberlectric R 64-401 ist anwendungsfertig und kann z.B. mit einem Pinsel aufgetragen werden. Sondergebinde wie Pinseltuben sind auf Anfrage bei entsprechenden Bestellmengen und Lieferzeiten verfügbar. Um die volle Leistungsfähigkeit zu erzielen, empfehlen wir, die zu befettenden Teile von allen Fremdstoffen wie Korrosionsschutzölen, Wachsen oder anderen Substanzen zu befreien. Die Verträglichkeit der Montagepaste mit den in Kontakt kommenden Werkstoffen sollte vor dem Serieneinsatz unter seriennahen Bedingungen geprüft werden.</p> } 
1177798;<h2>Klübersynth HB 72-102: Synthetisches Wälzlagerschmierfett mit überdurchschnittlichem Korrosionsschutz</h2>  <p>Synthetisches Wälzlagerschmierfett für die Automobilindustrie, bietet hohen Korrosionsschutz und breite Temperaturbeständigkeit.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klübersynth HB 72-102 ist ein synthetisches Schmierfett, das einen sehr weiten Temperaturbereich abdeckt, wie ihn z.B. die Automobilindustrie benötigt. Der Produktaufbau aus Esteröl, Polyharnstoffverdicker und speziell ausgewählten Additiven ermöglicht eine gleichbleibend niedrige Ölabgabe bei verschiedenen Temperaturen über einen langen Zeitraum. Die gute Beständigkeit gegenüber Kalt- und Warmwasser und der hochwirksame Korrosionsschutz helfen zusätzlich, die zuverlässige Funktion des Lagers zu erhalten. Die Tests mit einigen Dichtungsmaterialien wie z.B. FPM, ACM, NBR bestätigen eine gute Elastomerverträglichkeit.</p>  <h3>Vorteile</h3> <ul>   <li>Auf bewährtem Schmierfettkonzept Polyharnstoff / Esteröl aufgebaut</li>   <li>Hochtemperaturschmierfett für lebensdauergeschmierte Lager in der Automobilindustrie</li>   <li>Reduzierte Instandhaltungskosten durch hohe Zuverlässigkeit</li>   <li>Seit Jahren bewährt für Kupplungsausrücklager, deshalb für diese Anwendung minimiertes Risiko bei Verwendung</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klübersynth HB 72-102 wurde speziell für die Lebensdauerschmierung von Kupplungsausrücklagern der Kfz-Industrie entwickelt und freigegeben. Die zusätzliche Anforderung eines erhöhten Korrosionsschutzes wurde berücksichtigt. Weitere mögliche Anwendungen ergeben sich aufgrund der Leistungsfähigkeit von Klübersynth HB 72-102 für z.B. Kugellagerschmierung von Bandspannrollen und Elektromotoren.</p>  <h3>Anwendungshinweise</h3> <p>Der Schmierstoff wird mit Spatel, Pinsel, Fettpresse oder Fettpatrone aufgebracht. Die Förderbarkeit in automatischen Schmiersystemen ist zu testen bzw. abzustimmen.</p> } 
1177810;<h2>Klübersynth BQP 72-82: Wälzlagerfett zur Langzeitschmierung</h2>  <p>Langzeitschmierung mit verbessertem Verschleißschutz und Korrosionsschutz für kleine Wälzlager.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klübersynth BQP 72-82 ist ein speziell entwickeltes Wälzlagerfett zur Langzeitschmierung, das besonders für Anwendungen in kleinen Wälzlagern geeignet ist. Es basiert auf modernen Rohstoffen wie Polyharnstoff und Esteröl, die in einem speziellen Herstellverfahren kombiniert werden, um eine verbesserte Laufruhe im Wälzlager zu gewährleisten. Der überdurchschnittlich gute Korrosionsschutz trägt zusätzlich zur Verlängerung der Wälzlagerlebensdauer bei und schützt vor vorzeitiger Materialermüdung.</p>  <h3>Vorteile</h3> <ul>   <li>Erhöhte Bauteillebensdauer durch verbesserte Laufruhe</li>   <li>Vermeidung von Korrosionsschäden durch hervorragenden Korrosionsschutz</li>   <li>Verbesserte Vibrationsbeständigkeit durch optimierten Verschleißschutz</li>   <li>Basierend auf modernen Rohstoffen, gemäß Bosch-Norm N 2580 (2008)</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klübersynth BQP 72-82 wird speziell in hochbeanspruchten Generatorenlagern, Lüfterlagern sowie Lagern in Antriebs- und Elektromotoren eingesetzt, wie sie im Automobil zu finden sind. Es ist besonders geeignet für Anwendungen, bei denen Vibrationen in Kombination mit Druck und Temperatur zu Materialermüdungen führen können.</p> <ul>   <li>Generatorenlager</li>   <li>Lüfterlager</li>   <li>Antriebs- und Elektromotorenlager</li> </ul>  <h3>Anwendungshinweise</h3> <p>Klübersynth BQP 72-82 kann mit Pinsel, Spatel, automatischen Kleinmengen-Dosiergeräten oder üblichen Dosiersystemen aufgebracht werden. Idealerweise sollte die Reibstelle metallisch blank und frei von jeglichen Verunreinigungen sein. Wird vor der Befettung ein Korrosionsschutz aufgebracht, empfehlen wir eine Überprüfung der Verträglichkeit.</p> } 
1177825;<h2>Klüberlectric BQ 72-72: Elektrisch leitfähiges Wälzlagerfett zur Langzeitschmierung</h2>  <p>Elektrisch leitfähiges Wälzlagerfett mit ausgezeichnetem Hoch- und Tieftemperaturverhalten und Low-Noise-Merkmalen.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüberlectric BQ 72-72 ist ein elektrisch leitfähiges Wälzlagerfett, das speziell für Langzeitschmierung und Lebensdauerschmierung entwickelt wurde. Mit einem innovativen Schmierstoffkonzept, das auf ionischen Flüssigkeiten basiert, bietet es eine erhöhte elektrische Leitfähigkeit und ausgezeichnete Low-Noise-Merkmale. Klüberlectric BQ 72-72 ist für den Einsatz in elektrischen Komponenten wie Generatoren und Elektromotoren mit Frequenzumrichtersteuerung konzipiert und sorgt für eine zuverlässige Funktion über den gesamten Lebenszyklus des Bauteils.</p>  <h3>Vorteile</h3> <ul>   <li>Innovatives Schmierstoffkonzept mit elektrischer Leitfähigkeit mittels ionischer Flüssigkeiten</li>   <li>Ausgezeichnetes Hoch- und Tieftemperaturverhalten</li>   <li>Besonders zur Lebensdauerschmierung gedeckelter oder gedichteter Rillenkugellager zu verwenden</li>   <li>Sehr gute Low-Noise-Merkmale</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüberlectric BQ 72-72 wird vorrangig zur Langzeitschmierung von gedeckelten oder abgedichteten Kugellagern verwendet. Diese Kugellager finden sich häufig in drehzahlgeregelten Elektromotoren, Generatoren sowie in Lüftern oder Automobilanwendungen, die lange Standzeiten bei hohen Dauertemperaturen und hervorragende Laufruhe erfordern.</p>  <h3>Anwendungshinweise</h3> <p>Der Schmierstoff kann mit Spatel, Pinsel, Fettpresse oder Fettpatrone aufgebracht werden. Die Förderbarkeit in automatischen Schmiersystemen ist zu testen bzw. abzustimmen.</p> } 
1177829;<h2>Klüberlectric HB 72-102: Elektrisch leitfähiges Wälzlagerfett zur Langzeitschmierung</h2>  <p>Elektrisch leitfähiges Wälzlagerfett zur Langzeitschmierung mit sehr guter Wasserbeständigkeit und Korrosionsschutz.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klüberlectric HB 72-102 ist ein elektrisch leitfähiges Wälzlagerfett, das speziell für die Langzeitschmierung entwickelt wurde. Es zeichnet sich durch ein innovatives Schmierstoffkonzept aus, das ionische Flüssigkeiten zur Erhöhung der elektrischen Leitfähigkeit verwendet. Dieses Fett bietet hervorragende Wasserbeständigkeit und ausgeprägten Korrosionsschutz, und es ist besonders geeignet für gedeckelte oder gedichtete Rillenkugellager. Klüberlectric HB 72-102 ist ideal für Anwendungen in der Automobilindustrie, wo es in feuchten und korrosiven Umgebungen eingesetzt wird.</p>  <h3>Vorteile</h3> <ul>   <li>Innovatives Schmierstoffkonzept mit elektrischer Leitfähigkeit mittels ionischer Flüssigkeiten</li>   <li>Besonders zur Lebensdauerschmierung gedeckelter oder gedichteter Rillenkugellager zu verwenden</li>   <li>Sehr gute Wasserbeständigkeit und ausgeprägter Korrosionsschutz</li>   <li>Ausgezeichnete Leistungsmerkmale in weitem Temperaturbereich</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klüberlectric HB 72-102 wird vorrangig zur Langzeitschmierung von gedeckelten oder abgedichteten Kugellagern verwendet. Diese Lager sind häufig in drehzahlgeregelten Elektromotoren, Generatoren sowie in Lüftern oder Automobilanwendungen integriert.</p>  <h3>Anwendungshinweise</h3> <p>Der Schmierstoff kann mit Spatel, Pinsel, Fettpresse oder Fettpatrone aufgebracht werden. Die Förderbarkeit in automatischen Schmiersystemen sollte getestet bzw. abgestimmt werden.</p> } 
1177903;<h2>Klüber COSTRAC AK 0: Fließfett für hoch belastete Wälz- und Gleitlager</h2>  <p>Schmierfett mit guter Wasserbeständigkeit und hohem Verschleißschutz</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3>  <p>Klüber COSTRAC AK 0 ist ein Mehrzweckfließfett auf Mineralölbasis, das speziell für die Schmierung hoch belasteter Wälz- und Gleitlager entwickelt wurde. Es bietet hervorragenden Korrosionsschutz und überzeugt durch seine Wasserbeständigkeit, selbst bei hohen Temperaturen. Dieses Schmierfett eignet sich optimal für die Verwendung in Zentralschmieranlagen, was eine einfache und effiziente Förderung ermöglicht.</p>  <h3>Vorteile</h3>  <ul>   <li>Gute Wasserbeständigkeit</li>   <li>Hoher Verschleißschutz</li>   <li>Leichte Förderbarkeit in Zentralschmieranlagen</li> </ul>  <h3>Anwendungsgebiete</h3>  <p>Klüber COSTRAC AK 0 wird hauptsächlich in der Betriebsschmierung von Lagern, Führungen und Dichtungen in der Stahlindustrie eingesetzt. Die Konsistenz des Fließfetts ist speziell für die automatische Förderung über Zentralschmieranlagen ausgelegt, was es zu einer idealen Lösung für anspruchsvolle industrielle Anwendungen macht.</p>  <ul>   <li>Betriebsschmierung von Lagern</li>   <li>Schmierung von Führungen</li>   <li>Dichtungen in der Stahlindustrie</li>   <li>Automatische Förderung in Zentralschmieranlagen</li> </ul>  <h3>Anwendungshinweise</h3>  <p>Klüber COSTRAC AK 0 ist sowohl mittels Fettpresse als auch über Zentralschmieranlagen gut zu verarbeiten. Es sollte bei der Anwendung darauf geachtet werden, dass die Schmierstellen sauber und frei von Verunreinigungen sind, um die optimale Leistung des Schmierfetts zu gewährleisten.</p> <p>Empfohlene Anwendungsmethoden:</p> <ul>   <li>Fettpresse</li>   <li>Zentralschmieranlagen</li> </ul>  } 
1177915;<h2>Klüber Klübertop TM 06-111: Hitzehärtender Gleitlack für hohe Belastungen und guten Korrosionsschutz</h2>  <p>Grauschwarzer flüssiger Gleitlack auf MoS2- Basis</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3>  <p>Klüber Klübertop TM 06-111 ist ein hitzehärtender grauschwarzer Gleitlack auf Basis von Molybdändisulfid (MoS2) in einem organischen Bindemittel. Das Produkt ist flüssig und anwendungsfertig, enthält ein entzündliches Lösemittelgemisch und bietet hervorragende Verschleißfestigkeit sowie Korrosionsschutz. Der Gleitlack ermöglicht eine saubere und trockene Oberfläche mit Schmierwirkung ohne Auslaufen des Schmierstoffs und eignet sich für Anwendungen, die hohe Belastbarkeit und Korrosionsschutz erfordern.</p>  <h3>Vorteile</h3>  <ul>   <li>Kostenersparnis durch hochbelastbaren Verschleiß- und Korrosionsschutz</li>   <li>Hohe Bauteillebensdauer durch gute Oberflächeneinglättung bei hoher Belastung</li>   <li>Sehr widerstandsfähig bei Kombination von hohen Belastungen und korrosiven Einflüssen</li>   <li>Niedrige Reibwerte bei hohen Belastungen</li>   <li>Saubere und trockene Oberfläche mit Schmierwirkung</li>   <li>Keine Verschmutzung und kein Auslaufen von Schmierstoff</li>   <li>Kein \'84Klebeeffekt\ldblquote  bei geschmierten Bauteilen in der automatisierten Montage</li>   <li>Feste Verankerung des Schmierstoffs ohne Gefahr des Trockenlaufs</li> </ul>  <h3>Anwendungsgebiete</h3>  <p>Klüber Klübertop TM 06-111 wird zur Schmierung von metallischen Bauteilen in verschiedenen Branchen verwendet, darunter Feinmechanik, Elektrotechnik, Automobilbereich, Schloss- und Beschlagtechnik sowie Textilmaschinen. Das Produkt ist ideal für Anwendungen, die hohe Anforderungen an Korrosionsschutz und Druckbelastbarkeit stellen.</p>  <ul>   <li>Feinmechanik</li>   <li>Elektrotechnik</li>   <li>Automobilbereich</li>   <li>Schloss- und Beschlagtechnik</li>   <li>Textilmaschinen</li>   <li>Bolzen, Zylinderstifte, Zapfen</li>   <li>Schrauben, Muttern</li>   <li>Teile für KFZ (Schlossteile, Sicherheitsgurtteile)</li>   <li>Teile für Schließmechaniken</li> </ul>  <h3>Anwendungshinweise</h3>  <p>Klüber Klübertop TM 06-111 enthält Molybdändisulfid (MoS2), das sich bei Lagerung absetzen kann. Vor Gebrauch sollte der Bodensatz mit einem Spatel vom Boden gelöst und der Gleitlack sorgfältig aufgerührt werden. Nach dem Aufrühren muss das Produkt gefiltert werden (z.B. mit einem Nylonfilter, Maschenweite: 125-150 \'b5m). Der Gleitlack kann durch Tauchen, Spritzen, Zentrifugieren, Trommeln und Pinseln aufgetragen werden. Die zu beschichtenden Oberflächen müssen sauber und frei von Verunreinigungen sein. Zur Erhöhung der Haftfestigkeit ist ein Aufrauhen der Oberfläche durch Phosphatieren oder Sandstrahlen empfehlenswert.</p>  <p>Weitere Anwendungsbedingungen:</p> <ul>   <li>Speisedruck: 2 bar</li>   <li>Spritzabstand: ca. 20 cm</li>   <li>Spritzdüsendurchmesser: 0,8 mm</li>   <li>Öl- und wasserfreie Druckluft verwenden</li>   <li>Manuelles Spritzlackieren im Kreuzgang vorteilhaft</li>   <li>Lösemittelbeständige Behälter für Tauchverfahren</li>   <li>Schichtdicke: 5 bis 20 \'b5m</li>   <li>Grifffest nach ca. 30 min bei 20°C</li>   <li>Aushärtung: 30 min bei 180°C</li>   <li>Lagertemperatur: ca. 20°C</li> </ul> } 
1177962;<h2>Klübertop TP 47-391 A/B Komp. A: Zweikomponentiger PTFE-Gleitlack für Metallbauteile</h2>  <p>Komponente A des zweikomponentigen PTFE-Gleitlacks für Metallbauteile, der Reibung und Verschleiß reduziert und eine lange Lebensdauer bietet.</p>  <h3>Inhaltsverzeichnis</h3> <ul>     <li>Produktbeschreibung</li>     <li>Vorteile</li>     <li>Anwendungsgebiete</li>     <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klübertop TP 47-391 A/B Komp. A ist ein hitzehärtender, zweikomponentiger Hochleistungsgleitlack, der speziell für die Beschichtung von Metallbauteilen entwickelt wurde. Der Lack basiert auf einem organischen Bindemittelgerüst mit eingelagertem PTFE-Festschmierstoff. Diese Zusammensetzung bietet exzellente Verschleißfestigkeit und reduziert die Reibung bei Gleitpaarungen, insbesondere bei hohen mechanischen und thermischen Belastungen. Klübertop TP 47-391 A/B zeichnet sich zudem durch seine sehr gute Adhäsion auf Stahl- und Aluminiumuntergründen sowie durch eine hohe Chemikalienbeständigkeit aus.</p>  <h3>Vorteile</h3> <ul>     <li>Erhöhte Bauteilperformance durch sehr hohe Verschleißfestigkeit und niedrigen Reibwert</li>     <li>Weiter Gebrauchstemperaturbereich</li>     <li>Hohe Flexibilität des Gleitlacks, selbst bei Schichtdicken bis zu 100 \'ecm</li>     <li>Frei von den Lösemitteln NEP und NMP</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klübertop TP 47-391 A/B Komp. A wird hauptsächlich zur Beschichtung von Metallbauteilen verwendet, die hohen mechanischen Belastungen ausgesetzt sind. Es eignet sich hervorragend für Gleitpaarungen aus Metall/Metall oder Metall/Kunststoff. Typische Anwendungsbereiche sind in der Automobil- und Maschinenbauindustrie, wo eine erhöhte Verschleißfestigkeit und ein weiter Gebrauchstemperaturbereich erforderlich sind.</p> <ul>     <li>Gleitpaarungen in Automobil- und Maschinenbauindustrie</li>     <li>Beschichtung von Metallbauteilen, die extremen Temperaturen ausgesetzt sind</li>     <li>Einsatz in Anwendungen mit hoher mechanischer Belastung</li> </ul>  <h3>Anwendungshinweise</h3> <p>Klübertop TP 47-391 A/B Komp. A sollte gleichmäßig auf die saubere und trockene Oberfläche der Bauteile aufgetragen werden. Die Aushärtung erfolgt durch Erwärmung, wodurch der Lack eine hohe Verschleißfestigkeit und Adhäsion erreicht. Vor der Anwendung sollten die spezifischen Verarbeitungshinweise beachtet werden, um eine optimale Leistung des Produkts zu gewährleisten.</p> } 
1177963;<h2>Klübertop TP 48-311 A/B Komp. A: Hitzehärtender Zweikomponenten-Gleitlack mit PTFE für Metallbauteile</h2>  <p>Komponente A des zweikomponentigen Gleitlacks</p>  <h3>Inhaltsverzeichnis</h3> <ul>     <li>Produktbeschreibung</li>     <li>Vorteile</li>     <li>Anwendungsgebiete</li>     <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klübertop TP 48-311 A/B Komp. A ist ein hitzehärtender, zweikomponentiger Gleitlack mit PTFE, der speziell für Metallbauteile entwickelt wurde. Der Gleitlack reduziert Reibung und Verschleiß in Gleitpaarungen und sorgt für eine trockene und saubere Schmierung, insbesondere auf Zinklamellengrundierungen.</p>  <h3>Vorteile</h3> <ul>     <li>Sehr hohe Verschleißfestigkeit und niedriger Reibwert</li>     <li>Lebensdauerschmierung durch hervorragende Abriebbeständigkeit</li>     <li>Breiter Gebrauchstemperaturbereich, geeignet für hohe Schichtdicken</li>     <li>Exzellente Haftung auf metallischen Oberflächen, besonders auf Zinklamellen</li>     <li>Frei von NEP und NMP Lösemitteln</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klübertop TP 48-311 A/B Komp. A eignet sich ideal für die Schmierung von Metall/Metall- und Metall/Kunststoff-Gleitpaarungen unter hohen mechanischen und thermischen Belastungen. Typische Anwendungen umfassen Bauteile in der Automobilindustrie, Maschinenbau und anderen Industriebereichen, wo eine trockene Schmierung und hohe Verschleißfestigkeit gefordert sind.</p> <ul>     <li>Metall/Metall-Gleitpaarungen</li>     <li>Metall/Kunststoff-Gleitpaarungen</li>     <li>Oberflächen mit Zinklamellen-Grundierung</li> </ul>  <h3>Anwendungshinweise</h3> <p>Der Gleitlack kann mittels Sprüh- oder Tauchverfahren aufgetragen werden. Für optimale Ergebnisse sollte die Oberfläche vor der Anwendung gründlich gereinigt werden. Eine kurze Sinterbehandlung kann den Reibwert weiter reduzieren. Es wird empfohlen, den Gleitlack in gut belüfteten Bereichen anzuwenden und die Herstellerhinweise zu beachten.</p> } 
1177966;<h2>Klübertop TH 07 Komponente B: Komponente B des zweikomponentigen Gleitlacks</h2>  <p>Kompakter Härter für NMP/NEP-freie wärmehärtbare Gleitlacke, verbessert Medienbeständigkeit und ermöglicht höhere Schichtdicken.</p>  <h3>Inhaltsverzeichnis</h3> <ul>   <li>Produktbeschreibung</li>   <li>Vorteile</li>   <li>Anwendungsgebiete</li>   <li>Anwendungshinweise</li> </ul>  <h3>Produktbeschreibung</h3> <p>Klübertop TH 07 Komponente B ist ein speziell entwickelter Härter für NMP/NEP-freie, wärmehärtbare zweikomponentige Gleitlacke. Diese Komponente ermöglicht es, die Schichtdicken der Beschichtung zu erhöhen, ohne Blasenbildung, und verbessert die Medienbeständigkeit. Durch Anpassung des Mischungsverhältnisses kann die Leistungsfähigkeit des Gleitlacks auf die spezifischen Anforderungen Ihrer Anwendung abgestimmt werden. Klübertop TH 07 Komponente B bietet eine zuverlässige Lösung für Metallapplikationen, die eine erhöhte Haftung und Flexibilität erfordern.</p>  <h3>Vorteile</h3> <ul>   <li>Frei von NMP/NEP-Lösemitteln für erhöhte Umweltverträglichkeit</li>   <li>Ermöglicht höhere, blasenfreie Schichtdicken</li>   <li>Verbesserte Medienbeständigkeit für längere Lebensdauer</li>   <li>Erhöhte Haftung und Flexibilität des Gleitlacks</li> </ul>  <h3>Anwendungsgebiete</h3> <p>Klübertop TH 07 Komponente B wird für die Anwendung in zweikomponentigen Gleitlacksystemen verwendet, die speziell für Metallapplikationen entwickelt wurden. Besonders geeignet für Anwendungen, bei denen eine erhöhte Schichtdicke und eine hohe Beständigkeit gegenüber chemischen Medien erforderlich sind.</p> <ul>   <li>Zweikomponentige Gleitlacksysteme für Metallbauteile</li>   <li>Metalloberflächen mit hohen mechanisch-dynamischen Belastungen</li>   <li>Beschichtungen, die eine trockene Schmierung erfordern</li> </ul>  <h3>Anwendungshinweise</h3> <p>Bitte beachten Sie die spezifischen Hinweise und das empfohlene Mischungsverhältnis aus den Produktinformationen der entsprechenden Komponente A, wie z.B. Klübertop TP 47-391 A/B oder Klübertop TP 48-311 A/B. Für eine optimale Leistung wird empfohlen, die Komponenten nach den angegebenen Richtlinien zu mischen und aufzutragen.</p> } 
